"produk_gambar","produk_url","produk_nama","produk_nama_url","produk_spesifikasi","produk_spesifikasi_url","produk_harga","produk_harga_url"
"https://p.ipricegroup.com/uploaded_cbab94b165783fbf63bc824ed8a3fc43.jpg?position=1","https://iprice.co.id/r/pc/?_id=b25e07578020b87a43acbbc1e53d05e5c7295a18&position=1&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS TUF Gaming FX505DY","https://iprice.co.id/r/pc/?_id=b25e07578020b87a43acbbc1e53d05e5c7295a18&position=1&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 15.6"" Sistem Operasi: Windows 10 Pro Backlit Keyboard: Ya","https://iprice.co.id/r/pc/?_id=b25e07578020b87a43acbbc1e53d05e5c7295a18&position=1&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 8.819.000","https://iprice.co.id/r/pc/?_id=b25e07578020b87a43acbbc1e53d05e5c7295a18&position=1&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_ddbe098eae83b4c86f57cdc098d9ae70.jpg?position=2","https://iprice.co.id/r/pc/?_id=e70c47090fd232ba7f882c6bb4efab47b806c4dd&position=2&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS VivoBook 14 A412FA","https://iprice.co.id/r/pc/?_id=e70c47090fd232ba7f882c6bb4efab47b806c4dd&position=2&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 14"" Sistem Operasi: Windows 10 Home Backlit Keyboard: Tidak","https://iprice.co.id/r/pc/?_id=e70c47090fd232ba7f882c6bb4efab47b806c4dd&position=2&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 5.099.000","https://iprice.co.id/r/pc/?_id=e70c47090fd232ba7f882c6bb4efab47b806c4dd&position=2&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_48719a7da8cd69d2eddc083393cd77ac.jpg?position=3","https://iprice.co.id/r/pc/?_id=0c09d4832f13ef4c20879fda3e6c4c133bf567fb&position=3&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Asus ZenBook Duo UX481","https://iprice.co.id/r/pc/?_id=0c09d4832f13ef4c20879fda3e6c4c133bf567fb&position=3&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 14"" Sistem Operasi: Windows 10 Daya Tahan Baterai: 11h","https://iprice.co.id/r/pc/?_id=0c09d4832f13ef4c20879fda3e6c4c133bf567fb&position=3&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 15.392.270","https://iprice.co.id/r/pc/?_id=0c09d4832f13ef4c20879fda3e6c4c133bf567fb&position=3&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_696838c5debd9d2e43ab4713a7e149e2.jpg?position=4","https://iprice.co.id/r/pc/?_id=400218851efe91af6cbfac626ab069014e758b75&position=4&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS VivoBook Ultra A412FL","https://iprice.co.id/r/pc/?_id=400218851efe91af6cbfac626ab069014e758b75&position=4&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 14"" Sistem Operasi: Windows 10 Daya Tahan Baterai: 37h","https://iprice.co.id/r/pc/?_id=400218851efe91af6cbfac626ab069014e758b75&position=4&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 8.199.000","https://iprice.co.id/r/pc/?_id=400218851efe91af6cbfac626ab069014e758b75&position=4&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_8f3068f6adf0c60b64eb95d9c914b065.jpg?position=5","https://iprice.co.id/r/pc/?_id=a284dc603314181ae938e93e863e647cc05a6155&position=5&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS VivoBook K403","https://iprice.co.id/r/pc/?_id=a284dc603314181ae938e93e863e647cc05a6155&position=5&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 14"" Sistem Operasi: Windows 10 Backlit Keyboard: Tidak","https://iprice.co.id/r/pc/?_id=a284dc603314181ae938e93e863e647cc05a6155&position=5&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 7.301.000","https://iprice.co.id/r/pc/?_id=a284dc603314181ae938e93e863e647cc05a6155&position=5&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_1c8adbeef76e068083934c942a367ed1.jpg?position=6","https://iprice.co.id/r/pc/?_id=5767bfbcfc57e248317c72fc68f3741a91f5a00c&position=6&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS X201E","https://iprice.co.id/r/pc/?_id=5767bfbcfc57e248317c72fc68f3741a91f5a00c&position=6&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 11"" Sistem Operasi: Windows 8 Daya Tahan Baterai: 38h","https://iprice.co.id/r/pc/?_id=5767bfbcfc57e248317c72fc68f3741a91f5a00c&position=6&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 3.350.000","https://iprice.co.id/r/pc/?_id=5767bfbcfc57e248317c72fc68f3741a91f5a00c&position=6&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_3a24f773f56cf1a341a0c1389645d209.jpg?position=7","https://iprice.co.id/r/pc/?_id=bdc038fa796241cbf734e37cfa84ad6bfd136505&position=7&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS VivoBook Flip 14 TP412UA","https://iprice.co.id/r/pc/?_id=bdc038fa796241cbf734e37cfa84ad6bfd136505&position=7&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 14"" Sistem Operasi: Windows 10 Backlit Keyboard: Tidak","https://iprice.co.id/r/pc/?_id=bdc038fa796241cbf734e37cfa84ad6bfd136505&position=7&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 6.825.000","https://iprice.co.id/r/pc/?_id=bdc038fa796241cbf734e37cfa84ad6bfd136505&position=7&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_85591f3393a86bab82980e90e7ad0ac7.jpg?position=8","https://iprice.co.id/r/pc/?_id=8f806fb6fcb8777428e028fe9deb9d035cfa2292&position=8&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS VivoBook Flip 12 TP203NAH","https://iprice.co.id/r/pc/?_id=8f806fb6fcb8777428e028fe9deb9d035cfa2292&position=8&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 11.6"" Sistem Operasi: Windows 10 Backlit Keyboard: Tidak","https://iprice.co.id/r/pc/?_id=8f806fb6fcb8777428e028fe9deb9d035cfa2292&position=8&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 5.085.000","https://iprice.co.id/r/pc/?_id=8f806fb6fcb8777428e028fe9deb9d035cfa2292&position=8&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_c0bdc3e9ee4068587bbf39a22d0cf726.jpg?position=9","https://iprice.co.id/r/pc/?_id=a6714e3e11e0265f7da0a335f0e93de654d0017d&position=9&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Asus VivoBook X441MA","https://iprice.co.id/r/pc/?_id=a6714e3e11e0265f7da0a335f0e93de654d0017d&position=9&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 14"" Sistem Operasi: Windows 10 Daya Tahan Baterai: 8h","https://iprice.co.id/r/pc/?_id=a6714e3e11e0265f7da0a335f0e93de654d0017d&position=9&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 3.675.000","https://iprice.co.id/r/pc/?_id=a6714e3e11e0265f7da0a335f0e93de654d0017d&position=9&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_e3e9e97fc4597d2b12a7e683cc914c4d.jpg?position=10","https://iprice.co.id/r/pc/?_id=eb90ebd0ee5d30dd9e0ece201b1a3b0cc5d48470&position=10&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS X200CA","https://iprice.co.id/r/pc/?_id=eb90ebd0ee5d30dd9e0ece201b1a3b0cc5d48470&position=10&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Berat: 1.24kg Layar Sentuh: Ya Fingerprint Reader: Tidak","https://iprice.co.id/r/pc/?_id=eb90ebd0ee5d30dd9e0ece201b1a3b0cc5d48470&position=10&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 3.299.000","https://iprice.co.id/r/pc/?_id=eb90ebd0ee5d30dd9e0ece201b1a3b0cc5d48470&position=10&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_1caef78e03874e49a25fa73a49ed5c18.jpg?position=11","https://iprice.co.id/r/pc/?_id=c42369ceea31e26651a16d0adeddafa06dfcfc74&position=11&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS X200MA","https://iprice.co.id/r/pc/?_id=c42369ceea31e26651a16d0adeddafa06dfcfc74&position=11&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 11"" Sistem Operasi: Windows 8 Daya Tahan Baterai: 5h","https://iprice.co.id/r/pc/?_id=c42369ceea31e26651a16d0adeddafa06dfcfc74&position=11&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 3.095.000","https://iprice.co.id/r/pc/?_id=c42369ceea31e26651a16d0adeddafa06dfcfc74&position=11&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_dd9000eb0788453dbc4289673a9b09fc.jpg?position=12","https://iprice.co.id/r/pc/?_id=97d7ec669b0f140df6f81a647b47574ca2c39efe&position=12&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Asus A450L","https://iprice.co.id/r/pc/?_id=97d7ec669b0f140df6f81a647b47574ca2c39efe&position=12&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 14"" Sistem Operasi: Windows 8.1 Backlit Keyboard: Ya","https://iprice.co.id/r/pc/?_id=97d7ec669b0f140df6f81a647b47574ca2c39efe&position=12&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 5.311.000","https://iprice.co.id/r/pc/?_id=97d7ec669b0f140df6f81a647b47574ca2c39efe&position=12&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
"https://p.ipricegroup.com/uploaded_85b5b60fa64fc0a98e0acb5c99beda88.jpg?position=13","https://iprice.co.id/r/pc/?_id=ab4d9531752bd402c5414d0b29b55a6fd23ef300&position=13&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","ASUS X550VX","https://iprice.co.id/r/pc/?_id=ab4d9531752bd402c5414d0b29b55a6fd23ef300&position=13&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Ukuran Layar: 15"" Sistem Operasi: Windows Daya Tahan Baterai: 5h","https://iprice.co.id/r/pc/?_id=ab4d9531752bd402c5414d0b29b55a6fd23ef300&position=13&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F","Rp 8.958.700","https://iprice.co.id/r/pc/?_id=ab4d9531752bd402c5414d0b29b55a6fd23ef300&position=13&sub_product=discovery-brand-category&_exit=%2Fasus%2Fkomputer%2F"
